concept_id,concept_code,concept_name,domain_id,vocabulary_id
1,HOSPITAL_OUTPATIENT_PEDIATRIC_DEVELOPMENTAL_BEHAVIORAL_CLINIC,HOSPITAL_OUTPATIENT_CLINIC-AMBULATORY_CARE_PEDIATRIC-subset,Encounter,PCORnet
1,HOSPITAL_OUTPATIENT_PEDIATRIC_REHABILITATION_MEDICINE_CLINIC,HOSPITAL_OUTPATIENT_CLINIC-AMBULATORY_CARE_PEDIATRIC-subset,Encounter,PCORnet
1,HOSPITAL_OUTPATIENT_PEDIATRIC_CRITICAL_CARE_MEDICINE_CLINIC,HOSPITAL_OUTPATIENT_CLINIC-AMBULATORY_CARE_PEDIATRIC-subset,Encounter,PCORnet
1,HOSPITAL_OUTPATIENT_PEDIATRIC_TRANSPLANT_HEPATOLOGY_CLINIC,HOSPITAL_OUTPATIENT_CLINIC-AMBULATORY_CARE_PEDIATRIC-subset,Encounter,PCORnet
1,HOSPITAL_OUTPATIENT_PEDIATRIC_HEMATOLOGY_ONCOLOGY_CLINIC,HOSPITAL_OUTPATIENT_CLINIC-AMBULATORY_CARE_PEDIATRIC-subset,Encounter,PCORnet
1,HOSPITAL_OUTPATIENT_PEDIATRIC_INFECTIOUS_DISEASES_CLINIC,HOSPITAL_OUTPATIENT_CLINIC-AMBULATORY_CARE_PEDIATRIC-subset,Encounter,PCORnet
1,HOSPITAL_OUTPATIENT_PEDIATRIC_EMERGENCY_MEDICINE_CLINIC,HOSPITAL_OUTPATIENT_CLINIC-AMBULATORY_CARE_PEDIATRIC-subset,Encounter,PCORnet
1,HOSPITAL_OUTPATIENT_PEDIATRIC_GASTROENTEROLOGY_CLINIC,HOSPITAL_OUTPATIENT_CLINIC-AMBULATORY_CARE_PEDIATRIC-subset,Encounter,PCORnet
1,HOSPITAL_BASED_OUTPATIENT_CLINIC_OR_DEPARTMENT_OTHER,HOSPITAL_OUTPATIENT_CLINIC-AMBULATORY_CARE-subset,Encounter,PCORnet
1,HOSPITAL_OUTPATIENT_PEDIATRIC_ANESTHESIOLOGY_CLINIC,HOSPITAL_OUTPATIENT_CLINIC-AMBULATORY_CARE_PEDIATRIC-subset,Encounter,PCORnet
1,HOSPITAL_OUTPATIENT_PEDIATRIC_OTOLARYNGOLOGY_CLINIC,HOSPITAL_OUTPATIENT_CLINIC-AMBULATORY_CARE_PEDIATRIC-subset,Encounter,PCORnet
1,HOSPITAL_OUTPATIENT_PEDIATRIC_ENDOCRINOLOGY_CLINIC,HOSPITAL_OUTPATIENT_CLINIC-AMBULATORY_CARE_PEDIATRIC-subset,Encounter,PCORnet
1,HOSPITAL_OUTPATIENT_PEDIATRIC_RHEUMATOLOGY_CLINIC,HOSPITAL_OUTPATIENT_CLINIC-AMBULATORY_CARE_PEDIATRIC-subset,Encounter,PCORnet
1,HOSPITAL_OUTPATIENT_PEDIATRIC_DERMATOLOGY_CLINIC,HOSPITAL_OUTPATIENT_CLINIC-AMBULATORY_CARE_PEDIATRIC-subset,Encounter,PCORnet
1,HOSPITAL_OUTPATIENT_PEDIATRIC_PULMONOLOGY_CLINIC,HOSPITAL_OUTPATIENT_CLINIC-AMBULATORY_CARE_PEDIATRIC-subset,Encounter,PCORnet
1,HOSPITAL_OUTPATIENT_PEDIATRIC_CARDIOLOGY_CLINIC,HOSPITAL_OUTPATIENT_CLINIC-AMBULATORY_CARE_PEDIATRIC-subset,Encounter,PCORnet
1,HOSPITAL_OUTPATIENT_PEDIATRIC_NEPHROLOGY_CLINIC,HOSPITAL_OUTPATIENT_CLINIC-AMBULATORY_CARE_PEDIATRIC-subset,Encounter,PCORnet
1,FEE_FOR_SERVICE_PRIVATE_PHYSICIANS_GROUP_OFFICE,INDEPENDENT_PROVIDER_OF_OUTPATIENT_AMBULATORY_CARE-subset,Encounter,PCORnet
1,INDEPENDENT_AMBULATORY_CARE_PROVIDER_SITE_OTHER,INDEPENDENT_PROVIDER_OF_OUTPATIENT_AMBULATORY_CARE-subset,Encounter,PCORnet
1,HOSPITAL_OUTPATIENT_PEDIATRIC_RADIOLOGY_CLINIC,HOSPITAL_OUTPATIENT_CLINIC-AMBULATORY_CARE_PEDIATRIC-subset,Encounter,PCORnet
1,HOSPITAL_OUTPATIENT_OTORHINOLARYNGOLOGY_CLINIC,HOSPITAL_OUTPATIENT_CLINIC-AMBULATORY_CARE-subset,Encounter,PCORnet
1,HOSPITAL_OUTPATIENT_PERIPHERAL_VASCULAR_CLINIC,HOSPITAL_OUTPATIENT_CLINIC-AMBULATORY_CARE-subset,Encounter,PCORnet
1,HOSPITAL_OUTPATIENT_RESPIRATORY_DISEASE_CLINIC,HOSPITAL_OUTPATIENT_CLINIC-AMBULATORY_CARE-subset,Encounter,PCORnet
1,HOSPITAL_OUTPATIENT_INFECTIOUS_DISEASE_CLINIC,HOSPITAL_OUTPATIENT_CLINIC-AMBULATORY_CARE-subset,Encounter,PCORnet
1,HOSPITAL_OUTPATIENT_PEDIATRIC_SURGERY_CLINIC,HOSPITAL_OUTPATIENT_CLINIC-AMBULATORY_CARE_PEDIATRIC-subset,Encounter,PCORnet
