concept_id,concept_code,concept_name,vocabulary_id
45877712,LA18931-8,7 to 9,LOINC
45877926,LA18930-0,5 or 6,LOINC
45879059,LA18932-6,10 or more,LOINC
45882591,LA15694-5,1 or 2,LOINC
45883428,LA15695-2,3 or 4,LOINC
45876662,LA6270-8,Never,LOINC
45877713,LA18891-4,Weekly,LOINC
45879060,LA18876-5,Monthly,LOINC
45879676,LA18934-2,Daily or almost daily,LOINC
45885060,LA18933-4,Less than monthly,LOINC
45877711,LA18928-4,2-3 times a week,LOINC
45879058,LA18926-8,Monthly or less,LOINC
45885058,LA18927-6,2-4 times a month,LOINC
45885059,LA18929-2,4 or more times a week,LOINC
