concept_id,concept_code,concept_name,vocabulary_id
3000108,30076-4,Respiratory syncytial virus B RNA [Presence] in Specimen by NAA with probe detection,LOINC
36308813,LA25845-1,Respiratory syncytial virus B,LOINC
3000783,30148-1,Respiratory syncytial virus Ab [Presence] in Serum --2nd specimen,LOINC
37020688,92881-2,Human metapneumovirus and Respiratory syncytial virus RNA panel - Upper respiratory specimen by NAA with probe detection,LOINC
1990610,LP429528-5,Respiratory syncytial virus | Cornea or Conjunctiva | Microbiology,LOINC
36660154,94636-8,Bovine respiratory syncytial virus RNA [Cycle Threshold #] in Specimen by NAA with probe detection,LOINC
3008947,24224-8,Respiratory syncytial virus Ab [Titer] in Serum by Complement fixation --1st specimen,LOINC
1175200,90331-0,PRRSV IgA+IgM/Positive control in Specimen by Immunoassay,LOINC
40655717,LG34088-1,Respiratory syncytial virus A RNA|Presence or Threshold|Any Respiratory specimen,LOINC
37073267,LP378943-7,Respiratory syncytial virus B RNA | Cornea or Conjunctiva | Microbiology,LOINC
3018189,24299-0,Respiratory syncytial virus Ab [Titer] in Serum --2nd specimen,LOINC
3005156,30075-6,Respiratory syncytial virus A RNA [Presence] in Specimen by NAA with probe detection,LOINC
44786952,74309-6,PRRSV ORF5 gene sequence homology to Ingelvac MLV in Isolate by Sequencing,LOINC
3005699,23370-0,PRRSV Ag [Presence] in Tissue by Immune stain,LOINC
37045531,LP378933-8,Respiratory syncytial virus IgG | Serum | Microbiology,LOINC
37038007,LP379526-9,PRRSV ORF5 gene sequence homology to Ingelvac MLV | Isolate | Microbiology,LOINC
37072352,LP378955-1,Respiratory syncytial virus RNA | Isolate | Microbiology,LOINC
1003126,LP417139-5,Human metapneumovirus and Respiratory syncytial virus RNA panel | Upper respiratory specimen | Microbiology Panels,LOINC
37065683,LP378947-8,Respiratory syncytial virus B RNA | XXX | Microbiology,LOINC
37048818,LP378935-3,Respiratory syncytial virus IgM | Serum | Microbiology,LOINC
37077631,LP379522-8,PRRSV ORF5 gene RNA pattern | Isolate | Microbiology,LOINC
37050644,LP378928-8,Respiratory syncytial virus A 5' UTR RNA | Nasopharynx | Microbiology,LOINC
37041209,LP379519-4,PRRSV European strain RNA | XXX | Microbiology,LOINC
3050429,49037-5,Respiratory syncytial virus IgG and IgM panel [Units/volume] - Serum,LOINC
3046856,33045-6,Respiratory syncytial virus Ag [Presence] in Nose,LOINC
44786948,74305-4,PRRSV Ag [Presence] in Specimen by Immunofluorescence,LOINC
3008586,22467-5,Respiratory syncytial virus IgM Ab [Titer] in Serum,LOINC
1618186,LP427705-1,Bovine respiratory syncytial virus RNA | XXX | Microbiology,LOINC
37061458,LP379523-6,PRRSV ORF5 gene sequence | Isolate | Microbiology,LOINC
37067337,LP378957-7,Respiratory syncytial virus RNA | Respiratory specimen | Microbiology,LOINC
3017198,31751-1,Bovine respiratory syncytial virus Ag [Presence] in Lung,LOINC
37038184,LP378958-5,Respiratory syncytial virus RNA | Lower respiratory specimen | Microbiology,LOINC
44786953,74310-4,PRRSV strain identified in Isolate by Sequencing,LOINC
37020439,91785-6,Respiratory syncytial virus [Presence] in Upper respiratory specimen by Organism specific culture,LOINC
40655718,LG34028-7,Respiratory syncytial virus Ag|Presence or Threshold|Any Respiratory specimen,LOINC
36308789,LA26163-8,Respiratory syncytial virus subtype B,LOINC
36303588,88595-4,Respiratory syncytial virus A RNA [Presence] in Lower respiratory specimen by NAA with probe detection,LOINC
40655720,LG34071-7,Respiratory syncytial virus RNA|Presence or Threshold|Any Respiratory specimen,LOINC
36203425,85586-6,PRRSV European and North American strains IgG panel - Serum by Immunofluorescence,LOINC
1175755,90333-6,PRRSV IgM Ab/Positive control in Specimen by Immunoassay,LOINC
3039914,52975-0,Respiratory syncytial virus Ab [Units/volume] in Serum by Complement fixation,LOINC
